접수일,처리부서,접수번호,청구제목,청구내용,결정구분,처리기간
2022-03-05,빛솔시 아람구 도시계획과,FOI-2022-03480,푸른마루 교차로 지하보도 엘리베이터 설치 여부 확인 (3480호),"푸른마루 교차로 지하보도에 엘리베이터 설치 계획이 있는지 확인 요청드립니다. 조부모와 동거하며 경로우대 교통카드를 사용하고자 하는데, 엘리베이터 없이는 지하보도 이용이 어렵습니다.",부분공개,7
2024-04-26,해솔시 교통행정과,FOI-2024-03481,65세 이상 경로우대 카드 발급 및 이용 가능 노선 안내 (3481호),만 65세 이상 노인이 발급받을 수 있는 경로우대 교통카드의 신청 방법과 이용 가능한 버스 노선 목록을 요청합니다. 샘물동 생활권과 한들동 생활권 간 이동이 잦아 교통비 부담이 큽니다.,공개,3
2024-03-15,빛솔시 아람구 도시계획과,FOI-2024-03482,미르로 교차로 일대 무장애 버스 운행 현황 확인 (3482호),미르로 교차로 일대에서 운행되는 저상버スの 배차 간격과 운행 노선을 알려주시기 바랍니다. 무릎이 좋지 않아 일반 버스 이용이 어려운 상황이라 접근성 있는 버스 노선이 필요합니다.,공개,20
2025-10-10,여울시 단비구 도시계획과,FOI-2025-03483,누리버스 정류장 휠체어 승하차 편의시설 점검 결과 (3483호),누리버스 정류장의 휠체어 승하차 편의시설 설치 및 점검 결과를 요청합니다. 버스 정류장 내에서 안전하게 승차하는 것이 어려워 외출을 꺼리게 됩니다.,공개,6
2024-01-24,예담시 늘품구 교통행정과,FOI-2024-03484,가온로 보행구간 시내버스 가능성 타진 (3484호),"가온로 보행구간에 시내버스가할 수 있도록 하는 방안이 있는지 확인 요청드립니다. 가온로 보행구간에서 먼 정류장까지 걸어가야 하는 불편이 있으며, 이동권 확보가 중요합니다.",부존재,14
2023-01-02,여울시 단비구 교통행정과,FOI-2023-03485,시니어 웰페어 교통카드 제도 도입 검토 여부 확인 (3485호),"시니어 웰페어 교통카드 제도 도입을 검토 중인지, 검토 중이라면 구체적인 도입 시기와 지원 범위를 알려주시기 바랍니다. 대중교통비 경감이 건강한 노후를 위해 꼭 필요합니다.",공개,3
2023-01-03,해솔시 도시계획과,FOI-2023-03486,세움산업단지 입구 마을버스 신규 노선 계획 공개 (3486호),세움산업단지 입구에서 새봄역 환승구역까지 연결하는 마을버스 신규 노선 계획이 있는지 알려주시기 바랍니다. 산업단지에 출퇴근하는 주민들의 교통 편의를 위해합니다.,공개,2
2025-01-04,새봄시 한울구 교통행정과,FOI-2025-03487,새빛시장 주변 버스정류장 승차 인원 현황 및 증차 계획 (3487호),새빛시장 주변 버스정류장의 승차 인원 현황과 통학·통근 시간대 증차 계획이 있는지 요청합니다. 혼자 거주하며 일자리를 찾아 다닐 때마다 정차하는 버스가 만원이라 이용이 어렵습니다.,부분공개,3
2023-10-02,가람시 열린구 도시계획과,FOI-2023-03488,누리버스 정류장 무이자 대중교통카드 발급 대상 확대 여부 (3488호),"현재 무이자 대중교통카드 발급 대상이 확대될 예정인지, 확대된다면 확대 대상에 구직자가 포함되는지 확인 요청드립니다. 새봄역 환승구역에서 한울초 주변 통학로까지 이동하는 데 교통비가 부담입니다.",공개,6
2022-05-27,누리시 바른구 도시계획과,FOI-2022-03489,가람공공청사 주변 셔틀버스 운행 시간표 및 이용 방법 (3489호),가람공공청사 주변 셔틀버스의 운행 시간표와 이용 방법을 알려주시기 바랍니다. 취업 활동 중 공공기관 방문이 잦은데 셔틀버스 이용 가능 여부를 파악하고 싶습니다.,공개,12
2025-04-27,누리시 바른구 도시계획과,FOI-2025-03490,맑은마을 커뮤니티센터 대중교통 지원금 신청 절차 안내 (3490호),맑은마을 커뮤니티센터를 통해 신청 가능한 대중교통 지원금의 종류와 신청 절차를 구체적으로 안내해 주시기 바랍니다. 전직 금속 세척기 조작원으로 경력이 중단된 상태라 경제적 부담이 큽니다.,부분공개,15
2022-12-12,해솔시 교통행정과,FOI-2022-03491,도담천 산책로 연계 자전거 도로 대중교통 환승 안내 (3491호),도담천 산책로와 연계된 자전거 도로 구간에서 버스 등 대중교통으로 환승 가능한 지점을 안내해 주시기 바랍니다. 자전거를 이용하다가 버스로 환승할 때 안전한차 시설이 있는지 궁금합니다.,부분공개,9
2022-11-23,누리시 바른구 도시계획과,FOI-2022-03492,양복 제조업 종사자 대중교통비 특별 지원 사업 존재 여부 (3492호),양복 제조원 등 수공업 종사자를 대상으로 한 대중교통비 특별 지원 사업이 있는지 확인 요청드립니다. 다세대주택에서 세움산업단지로 출퇴근하는 길에 교통비가 매달 부담이 됩니다.,부분공개,7
2024-04-28,가람시 새빛구 교통행정과,FOI-2024-03493,새빛시장 주변 화물차량 통제 시간과 버스 운행 영향 (3493호),"새빛시장 주변 화물차량 통제 시간대가 어떻게 설정되어 있는지, 그로 인해 시내버스 운행에 영향을 받는 구간이 있는지 알려주시기 바랍니다. 새벽에 출근하는 통근 버스 이용에 참고하고자 합니다.",부분공개,1
2022-02-21,새봄시 한울구 교통행정과,FOI-2022-03494,누리버스 정류장 주변 유rais 버스 정차 허가 여부 (3494호),누리버스 정류장 주변에 유rais 버스(자가용 셔틀)가 정차할 수 있도록 허가하는 제도가 있는지 알려주시기 바랍니다. 공장 출퇴근 시간에 노선이 부족하여 이동에 어려움을 겪고 있습니다.,비공개,7
2025-07-17,누리시 바른구 도시계획과,FOI-2025-03495,가온로 보행구간 저상버스 배차 간격 단축 가능성 확인 (3495호),가온로 보행구간을 지나가는 저상버스의 배차 간격을 단축할 수 있는지 확인 요청드립니다. 다세대주택에 거주하며 출퇴근 시 휠체어가 필요한 가족도 함께 이동하므로 저상버스 의존도가 높습니다.,공개,16
2024-06-02,세움시 맑은구 도시계획과,FOI-2024-03496,미래복합센터 인근 시내버스 노선도 및 환승 정보 제공 (3496호),미래복합센터 인근에서 운행하는 시내버스 전체 노선도와 환승 정보를 제공해 주시기 바랍니다. 주변 교통 인프라를 파악하여 구직 활동 경로를 효율적으로 계획하고자 합니다.,부분공개,7
2023-09-03,예담시 늘품구 도시계획과,FOI-2023-03497,빛솔광장 일대 야간 버스 운행 시간 연장 계획 공개 (3497호),빛솔광장 일대에서 운행하는 야간 버스의 운행 시간 연장 계획이 있는지 알려주시기 바랍니다. 저녁 야근 후 귀가할 때 버스가 없어 택시비를 감당하기 어려운 상황입니다.,공개,1
2022-04-06,라온군 도시계획과,FOI-2022-03498,한들동 생활권 시내버스 보조금 지급 내역 및 내역 공개 (3498호),한들동 생활권을 운행하는 시내버스에 지급된 보조금 내역과 해당 보조금이 어디에되었는지 알려주시기 바랍니다. 세탁원 경력이된 후 교통비를 절감할 방법을 찾고 있습니다.,부분공개,13
2022-09-01,새봄시 한울구 교통행정과,FOI-2022-03499,샘물동 생활권 마을버스 시범 운영 기간 여부 확인 (3499호),"샘물동 생활권 마을버스 시범 운영 기간이될 예정인지,된다면 언제까지 운행되는지 확인 요청드립니다. 시범 운영 종료 후에도 운행이 지속되는지 우려되어 계획 수립에 참고하고자 합니다.",공개,7
2023-03-21,라온군 교통행정과,FOI-2023-03500,온빛도서관 앞 버스정류장 음성안내 시스템 설치 현황 (3500호),"온빛도서관 앞 버스정류장에 시각장애인을 위한 음성안내 시스템이 설치되어 있는지, 설치되어 있다면 운행 정보 안내 범위를 알려주시기 바랍니다. 노인을 많이 지원해야 하는 상황에서 접근성 정보가 꼭 필요합니다.",공개,14
2022-02-28,라온군 정보통신과,FOI-2022-03501,샘물동 생활권 일대 가로등하부 CCTV 영상 열람 청구 (3501호),작업 교대 후 새벽에 귀가하던 중 샘물동 생활권 가로등 아래에서 정체불명 인물의 추행 시도를 당했습니다. 전후 사정을 확인하고자 해당 구간 가로등 하단 CCTV에 녹화된 영상 전체를 열람하고자 합니다. 해당 일시는 최근 한 달 내로 구체적입니다.,부분공개,15
2022-12-17,세움시 맑은구 정보통신과,FOI-2022-03502,푸른마루 교차로 신호위반 차량 관련 영상 열람 청구 (3502호),전직 식품학 연구원으로 현재 구직 중인 상태입니다. 출퇴근길에 푸른마루 교차로에서 신호위반 차량과 보행자 간 접촉 사고가 발생해 해당 시간대 CCTV 영상을 확인하고 싶습니다. 차량 번호와 운전자의 모습이 필요합니다.,공개,3
2022-03-04,미래군 안전총괄과,FOI-2022-03503,새빛시장 주변 상가 내부 영상 열람 청구 (3503호),현재 구직 중인 전직 보험 상품 개발자입니다. 새빛시장 주변에서 갑자기 출몰한 폭풍 피해 관련 보험 청구 증거자료로 CCTV 영상이 필요합니다. 해당 상가 내اجهات에 설치된 영상을 확인하고자 합니다.,부존재,8
2023-08-27,가람시 열린구 안전총괄과,FOI-2023-03504,도담천 산책로 야간 등하교 통학 영상 열람 청구 (3504호),2세대 가구 구성원 중 한 명이 도담천 산책로를 매일 등교길로 이용하고 있습니다. 최근 일출 전후로 낯선 인물이 따라오는 증상이 있어 안전 확인을 위해 해당 구간 CCTV 전체 영상을 요청합니다.,부분공개,3
2022-09-18,여울시 단비구 정보통신과,FOI-2022-03505,한울초 주변 통학로 CCTV 영상 열람 청구 (3505호),판매 사무원으로 혼자 거주하며 출근길에 한울초 주변 통학로를 자주 지나갑니다. 이번에 통학로에서 아이들 안전을 확인하고자 해당 구간 CCTV에 녹화된 최근 일주일 영상 전부를 열람 청구합니다.,공개,20
2022-01-20,온빛시 정보통신과,FOI-2022-03506,미래복합센터 인근 주출입구 영상 열람 청구 (3506호),공장 작업원으로서 미래복합센터 인근 아파트 단지에 거주합니다. 지난 주말 주출입구에서 본인 차량과 행인의 접촉 사고가 있었는지 확인하고자 해당 CCTV에 녹화된 영상 전부를 요청합니다.,부분공개,10
2023-01-27,누리시 바른구 안전총괄과,FOI-2023-03507,누리버스 정류장 승하차 구간 영상 열람 청구 (3507호),현재 구직 중인 전직 식품학 연구원으로서 출퇴근용 버스를 이용합니다. 누리버스 정류장에서 소지품 분실 가능성이 있어 해당 시간 승하차 장면이 녹화된 CCTV 영상을 확인하고자 합니다.,공개,10
2025-07-14,도담군 정보통신과,FOI-2025-03508,해솔문화광장 축제 기간 전일 영상 열람 청구 (3508호),전직 보험 상품 개발자로 현재 구직 중인 상황에서 해솔문화광장 축제 기간 전야에 참여했습니다. 행사장에서 소중한 물품을 두고 온 듯하여 축제 전일 해당 구역 전체 CCTV 영상을 요청합니다.,부분공개,8
2022-02-27,가람시 새빛구 안전총괄과,FOI-2022-03509,가온로 보행구간 야간 단독 통행 영상 열람 청구 (3509호),혼자 거주하며 가온로 보행구간을 매일 야간에 걸어 출퇴근합니다. 최근 해당 구간에서 소음과 위협을 느끼는 일이 잦아 안전 확인과 경위 확인을 위해 CCTV 영상 열람을 청구합니다.,부분공개,7
2023-01-14,온빛시 정보통신과,FOI-2023-03510,온빛도서관 앞 지하주차장 영상 열람 청구 (3510호),2세대 가구로 아파트에 거주하며 주말마다 온빛도서관을 이용합니다. 도서관 앞 지하주차장에서 차량 문틈 손상 사고가 발생해 해당 시간대 CCTV 전체 영상을 요청합니다. 가해 추정 차량의 색상·형태 확인이 필요합니다.,부분공개,16
2025-04-07,온빛시 안전총괄과,FOI-2025-03511,라온체육센터 운동장 주변 영상 열람 청구 (3511호),공장 조작원으로서 건강을 위해 라온체육센터에서 조깅을 합니다. 최근 운동장 주변에서 뛸 때 추돌 사고가 발생해 다친 상대방이 영상 증거를 달라고 요청해 해당 시간대 CCTV를 확인하고자 합니다.,부존재,12
2024-07-26,너울시 물빛구 정보통신과,FOI-2024-03512,세움산업단지 입구 CCTV 영상 열람 청구 (3512호),전직 자산 운용가로서 현재 구직 중입니다. 세움산업단지 입구에서 등교 준비를 하면서 산업시설 주변을 지나갑니다. 특정 일자에 산업トラ럭과 보행자 간 위 상황 발생 여부를 확인하기 위해 영상을 요청합니다.,부분공개,5
2024-06-07,온빛시 정보통신과,FOI-2024-03513,맑은마을 커뮤니티센터 CCTV 영상 열람 청구 (3513호),혼자 거주하며 단독주택에 사는 판매 사무원입니다. 최근 새벽에 맑은마을 커뮤니티센터 앞을 지나다가 미끄러져 다쳤습니다. 사고 상황을 객관적으로 파악하기 위해 해당 시간 CCTV 영상 전체를 청구합니다.,공개,16
2024-05-12,빛솔시 아람구 정보통신과,FOI-2024-03514,새봄역 환승구역 통로 영상 열람 청구 (3514호),현재 구직 중인 전직 식품학 연구원으로서 새봄역 환승구역을 매일 이용합니다. 환승 통로에서 물건이 떨어져 상실한 것인지 확인하고 싶어 해당 시간대 CCTV 영상을 열람하고자 합니다.,공개,7
2025-07-05,세움시 맑은구 안전총괄과,FOI-2025-03515,가람공공청사 주차장 영상 열람 청구 (3515호),공장 조작원으로서 가람공공청사 주차장을 방문한 뒤 차량 손상이 의심되어 영상 확인을 청구합니다. 해당 시간대 공용 주차장 CCTV 전체 영상에서 본인 차량 주변 모습을 확인하고자 합니다.,부분공개,2
2023-03-10,온빛시 정보통신과,FOI-2023-03516,한들동 생활권 공원 놀이터 영상 열람 청구 (3516호),배우자·자녀와 아파트에 거주하며 한들동 생활권 공원 놀이터를 자주 찾습니다. 자녀가 놀이터에서 다른 아이와 다툼 후 다친 것처럼 보여 해당 시간대 놀이대 주변 CCTV 영상을 확인하고 싶습니다.,부분공개,17
2025-02-19,새봄시 한울구 안전총괄과,FOI-2025-03517,미르로 교차로 신호대기 중 사고 영상 열람 청구 (3517호),현재 구직 중인 전직 보험 상품 개발자로서 미르로 교차로 신호대기 중 뒤쪽에서 들이받힌 느낌이 있었습니다. 사고 여부를 객관적으로 확인하기 위해 해당 신호대기 구간 CCTV 영상 전부를 요청합니다.,부분공개,9
2022-02-19,해솔시 안전총괄과,FOI-2022-03518,너울천 산책로 특정 구간 영상 열람 청구 (3518호),배우자·자녀와 아파트에 거주하는 공장 조작원입니다. 너울천 산책로에서 주말 산책 중 반려동물과 행인의 충돌 사고가 있었는지 확인하기 위해 해당 구간 CCTV 영상을 요청합니다. 동물의 안전도 중요합니다.,부분공개,8
2022-12-27,온빛시 안전총괄과,FOI-2022-03519,빛솔광장 일대 야간 단독 영상 열람 청구 (3519호),혼자 사는 판매 사무원으로서 빛솔광장 일대를 야간에 산책합니다. 최근 낯선 발소리와 따라오는 발자국 소리가 느껴져 안전 확보를 위해 빛솔광장 일대 CCTV 전체 영상을 열람 청구합니다.,공개,2
2024-03-09,미래군 정보통신과,FOI-2024-03520,새빛시장 내 식품판매장 주변 영상 열람 청구 (3520호),전직 식품학 연구원으로서 현재 구직 중이며 새빛시장 내 특정 식품판매장 주변을 자주 지나갑니다. 해당 매장에서 식중독 의심 제품이 판매된 시점의 주변 CCTV 영상을 확인하여 증거자료 확보를 위한 열람을 청구합니다.,공개,13
2025-11-05,온빛시 안전총괄과,FOI-2025-03521,도담천 산책로 특정 휴게소 영상 열람 청구 (3521호),2세대 가구로 도담천 산책로를 주말마다 활용합니다. 산책 중 특정 휴게소 벤치에 소지품을 두고 온 것 같아 해당 구간 CCTV 영상에서 빈자리를 확인하고 싶어 청구합니다. 최근 한 달 내 시간대가 대상입니다.,부분공개,12
2025-01-17,예담시 늘품구 안전총괄과,FOI-2025-03522,푸른마루 교차로 지하보도 진입로 영상 열람 청구 (3522호),공장 조작원으로서 푸른마루 교차로 지하보도 진입로를 매일 이용합니다. 지하보도 진입로에서 발목 미끄러짐 사고가 발생해 해당 시간 CCTV 영상에서 미끄럼 원인 여부를 확인하고자 청구합니다.,공개,13
2022-03-14,가람시 열린구 정보통신과,FOI-2022-03523,가온로 보행구간 점자블록 설치 구간 영상 열람 청구 (3523호),배우자·자녀와 아파트에 거주하는 공장 조작원입니다. 가온로 보행구간 점자블록 설치 구간에서 시각장애인이 넘어지는 사고가 목격되어 안전 점검 자료를 위해 CCTV 영상 전체를 요청합니다.,부분공개,10
2025-05-30,가람시 열린구 정보통신과,FOI-2025-03524,온빛도서관 앞 승강시설 영상 열람 청구 (3524호),현재 구직 중인 전직 자산 운용가로서 온빛도서관 앞 승강시설을 이용합니다. 승강시설 이용 중 고장이 발생해 갑자기 멈춘 경험이 있어 안전 확인 차원에서 해당 승강시설 CCTV 영상 전체를 열람 청구합니다.,공개,17
2025-06-12,빛솔시 아람구 정보통신과,FOI-2025-03525,새봄역 환승구역 자전거 보관소 주변 영상 열람 청구 (3525호),혼자 거주하는 판매 사무원으로서 새봄역 환승구역 자전거 보관소를 매일 이용합니다. 자전거 도난 또는 손상 의심이 있어 해당 시간대 보관소 주변 CCTV 영상을 확인하여 열람을 청구합니다.,비공개,18
2023-04-26,세움시 맑은구 안전총괄과,FOI-2023-03526,샘물동 생활권 교통신호 조정 이력 및 결정 기준 공개 청구 (3526호),"전직 신용 분석가로서 최근 샘물동 생활권 일대의 교통신호 전환 간격이 기존과 달리 변경된 것으로 파악됩니다. 신호 체계 변경의 구체적 시기, 판단 기준, 관련 부서 검토 과정에 대한 기록 공개를 청구합니다. 인근 상가 주차 이용차량과 통과 차량 간 상충 패턴에 대한 데이터를 함께 제공하여 주시기 바랍니다.",부분공개,19
2024-06-05,새봄시 한울구 안전총괄과,FOI-2024-03527,푸른마루 교차로 신호 체계 단속 근거 및 운영 현황 청구 (3527호),"다세대주택에 거주하며 배우자와 함께 생활하는 상황에서, 푸른마루 교차로 주변 보행자 신호 체계에 대해 불안감을 느끼고 있습니다. 해당 구간의 신호 체계 단속 카메라 설치 목적, 단속 적용 기준, 최근 3개월간 처리 건수 및 주요 위반 유형에 관한 기록 공개를 요청합니다. 특히 고령 보행자 안전 관련 근거를 중심으로 확인하고 싶습니다.",부분공개,9
2022-01-05,빛솔시 아람구 교통행정과,FOI-2022-03528,새빛시장 주변 교통 단속 현황 및 신호 체계 분석 청구 (3528호),"전직 토양 환경 기술자로서 데이터 기반 분석을 선호하는 성향입니다. 새빛시장 주변 상업 지역에서 최근 교통 혼잡 및 단속 강화 조치가 이루어진 것으로 파악되어, 해당 구간 신호 체계 운영 정책, 단속 유형별 분류 기준, 처리 현황에 대한 종합 데이터를 요청합니다. 시장 이용 고객들의 접근성 변화를 객관적으로 파악하고자 합니다.",부분공개,16
2024-12-09,라온군 교통행정과,FOI-2024-03529,도담천 산책로 일대 신호 체계 및 단속 기준 자료 청구 (3529호),"구직 활동 중 교통 체계에 대한 관심이 높아졌습니다. 도담천 산책로 인접 구간의 신호 체계 전환 주기, 교통 단속 적용 기준, 주변 통행량 대비 신호 체계 배분 현황에 대한 기록을 공개해 주시기 바랍니다. 전직 기계 조작원으로서 현장 운영의 합리성 여부를 확인하고 싶습니다.",부분공개,4
2022-04-03,누리시 바른구 교통행정과,FOI-2022-03530,한울초 주변 통학로 신호 체계 운영 내역 공개 청구 (3530호),"전직 음식 서비스 종사자로서 안전하고 체계적인 교통 환경에 대한 관심이 높습니다. 한울초 주변 통학로의 신호 체계 운영 정책, 단속 카메라 설치 현황, 학부모 요청에 따른 개선 이력에 대한 기록을 공개해 주시기 바랍니다. 향후 자녀를둔 가족이 발생할 경우를 대비하여 안전한 통학 환경 기준을 확인하고 싶습니다.",부분공개,11
2024-12-18,빛솔시 아람구 안전총괄과,FOI-2024-03531,미래복합센터 인근 신호 체계 변경 내역 및 기준 공개 청구 (3531호),"전직 신용 분석가로서 정책의 일관성과 투명성에 대해 중점적으로 확인합니다. 미래복합센터 인근 교차로 신호 체계 변경 이력, 변경 결정 과정, 해당 구간 교통량 변화에 따른 조정 내역에 관한 기록을 요청합니다. комплекс시설 개관에 따른 교통 체계 변경이 주변 환경에 미친 영향에 대한 데이터를 중심으로 확인하고 싶습니다.",부분공개,12
2024-06-29,너울시 물빛구 교통행정과,FOI-2024-03532,누리버스 정류장 주변 교통 단속 및 신호 체계 실태 청구 (3532호),"다세대주택에서 퇴근 후 저녁 시간대에 주로 이동하며, 누리버스 정류장 주변 교통 상황이 불안합니다. 해당 정류장 인접 구간의 신호 체계 운영 패턴, 교통 단속 유형별 현황, 대중교통 이용객과 일반 차량 간 교차 패턴에 관한 기록을 공개해 주시기 바랍니다. 특히 야간 시간대 신호 체계의 적절성 여부를 확인하고자 합니다.",비공개,18
2023-12-21,예담시 늘품구 교통행정과,FOI-2023-03533,가온로 보행구간 신호 체계 전환 주기 및 안전 데이터 청구 (3533호),"전직 토양 환경 기술자로서 현장 측정과 데이터 분석을 익숙하게 수행해 왔습니다. 가온로 보행구간의 신호 체계 전환 주기, 보행자 신호 대기 시간 현황, 해당 구간 교통 사고 이력과의 상관관계 데이터에 관한 기록을 요청합니다. 기술적 관점에서 신호 체계의 보행자 편의성 여부를 분석하고자 합니다.",공개,2
2024-12-26,누리시 바른구 교통행정과,FOI-2024-03534,세움산업단지 입구 교차로 신호 체계 운영 기록 청구 (3534호),"구직 활동 중 산업단 인근 교통 환경에 대한 관심이 높아졌습니다. 세움산업단지 입구 교차로의 신호 체계 운영 패턴, 화물차량 통행량 대비 신호 배분 현황, 작업자 재실 시간대 교통 혼잡 개선 조치 이력에 관한 기록을 공개해 주시기 바랍니다. 향후 제조업 분야 재취업 가능성을 고려하여 산업단 교통 실태를 파악하고 싶습니다.",공개,9
2025-10-07,해솔시 교통행정과,FOI-2025-03535,맑은마을 커뮤니티센터 앞 신호 체계 및 단속 실태 청구 (3535호),"전직 음식 서비스 종사자로서 주민 소통과 안전에 대한 관심이 높습니다. 맑은마을 커뮤니티센터 앞 구간의 신호 체계 운영 현황, 불법 주정차 단속 현황, 주민 요청에 따른 개선 이력에 관한 기록을 공개해 주시기 바랍니다. 주민 중심 교통 환경 개선 과정을 이해하고 싶습니다.",부분공개,6
2023-12-29,가람시 열린구 교통행정과,FOI-2023-03536,새봄역 환승구역 주변 신호 체계 및 주정차 단속 기준 공개 (3536호),"전직 신용 분석가로서 대규모 환승 주변 교통 체계의 효율성에 대해 분석합니다. 새봄역 환승구역 주변 신호 체계 운영 정책, 환승 이용객 접근성 관련 단속 기준, 택시·공유모빌리티 대기 구역 단속 현황에 대한 기록을 요청합니다. 복합 환승 환경에서의 교통 체계 투명성을 확인하고 싶습니다.",공개,19
2025-04-06,너울시 물빛구 안전총괄과,FOI-2025-03537,열린마을 공원 주변 신호 체계 및 단속 카메라 운영 내역 (3537호),"주말에 열린마을 공원을 자주 방문하며 보행하는 과정에서 안전 환경에 대한 관심이 높아졌습니다. 해당 공원 주변 신호 체계 운영 패턴, 단속 카메라 설치 목적 및 효과 평가 자료, 불법 주정차 빈발 구간 현황에 관한 기록을 공개해 주시기 바랍니다. 가족 단위 방문객의 안전 환경 실태를 파악하고 싶습니다.",부분공개,11
2024-02-14,세움시 맑은구 교통행정과,FOI-2024-03538,해솔문화광장 일대 교통 단속 현황 및 신호 체계 자료 청구 (3538호),"다세대주택에 거주하며 지역 문화시설을 자주 이용합니다. 해솔문화광장 일대 신호 체계 전환 패턴, 주변 불법 주정차 단속 현황, 문화 행사 기간 특별 교통 관리 방안에 관한 기록을 요청합니다. 문화 공간 접근성과 교통 체계의 연관성을 확인하고 싶습니다.",비공개,19
2022-01-06,누리시 바른구 교통행정과,FOI-2022-03539,온빛도서관 앞 신호 체계 단속 근거 및 운영 기록 공개 청구 (3539호),"전직 토양 환경 기술자로서 학술시설 주변 교통 체계에 대한 분석적 관심이 있습니다. 온빛도서관 앞 구간의 신호 체계 단속 근거, 단속 카메라 처리 현황, 도서관 이용객 접근성 관련 개선 요청 처리 이력에 관한 기록을 공개해 주시기 바랍니다. 문화·학술 시설 교통 체계의 적절성을 기술적 관점에서 평가하고 싶습니다.",부분공개,14
2022-07-07,세움시 맑은구 교통행정과,FOI-2022-03540,라온체육센터 주변 교통 단속 및 신호 체계 실태 자료 청구 (3540호),"구직 활동 중 건강 관리와 생활권 교통 환경 파악에 관심을 기울이고 있습니다. 라온체육센터 주변 신호 체계 운영 패턴, 체육시설 이용객 전용 주차 구역 단속 현황, 운동 시간대 교통 혼잡 대응 방안에 관한 기록을 공개해 주시기 바랍니다. 전직 기계 조작원의 경험을 바탕으로 현장 중심 분석을 원합니다.",부존재,15
2025-01-14,가람시 새빛구 교통행정과,FOI-2025-03541,한들동 생활권 불법 주정차 단속 결정 기준 및 처리 현황 청구 (3541호),"전직 음식 서비스 종사자로서 지역 상권 활성화에 대한 관심이 높습니다. 한들동 생활권 불법 주정차 단속 결정 기준, 단속 집중 구간 선정 근거, 최근 6개월 처리 현황 통계에 관한 기록을 요청합니다. 생활권 내 상가 접근성과 단속 강화 사이의 균형점을 파악하고 싶습니다.",공개,11
2025-03-16,미래군 안전총괄과,FOI-2025-03542,가람공공청사 주변 신호 체계 및 단속 카메라 효과 평가 자료 청구 (3542호),"전직 신용 분석가로서 공공시설 주변 교통 체계의 합리성에 주목합니다. 가람공공청사 주변 신호 체계 운영 패턴, 단속 카메라 설치 전후 비교 데이터, 시민 민원 처리 현황에 관한 기록을 공개해 주시기 바랍니다. 공공 인프라 투자 대비 교통 안전 효과의 상관관계를 분석하고 싶습니다.",부분공개,18
2022-09-15,빛솔시 아람구 안전총괄과,FOI-2022-03543,미르로 교차로 신호 체계 변경 이력 및 단속 기준 자료 공개 청구 (3543호),"다세대주택에서 미르로 교차로를 매일 통학 및 출퇴근하며 이용합니다. 해당 교차로 신호 체계 변경 이력, 변경 결정 시 고려 요소, 단속 적용 기준의 일관성 여부에 관한 기록을 요청합니다. 전직 음료 조리사로서 실무자 관점의 교통 환경 평가에 관심이 있습니다.",공개,9
2024-02-26,여울시 단비구 안전총괄과,FOI-2024-03544,너울천 산책로 인접 신호 체계 및 교통 단속 현황 자료 청구 (3544호),"전직 토양 환경 기술자로서 자연친화적 교통 환경에 대한 관심이 높습니다. 너울천 산책로 인접 구간 신호 체계 운영 패턴, 산책로 이용객 안전 관련 단속 현황, 녹지 기반 공간 접근성 평가 자료에 관한 기록을 공개해 주시기 바랍니다. 생태 경관과 교통 안전의 조화 가능성을 탐색하고 싶습니다.",공개,18
2023-05-05,도담군 교통행정과,FOI-2023-03545,빛솔광장 일대 신호 체계 및 불법 주정차 단속 근거 공개 청구 (3545호),"구직 활동 중 밝은 지역 교통 환경에 대한 정보가 필요합니다. 빛솔광장 일대 신호 체계 운영 현황, 불법 주정차 단속 결정 기준, 민원 접수 후 처리 절차에 관한 기록을 요청합니다. 전직 음식 서비스 종사자로서 고객 접점 공간의 교통 체계 실태를 파악하고 싶습니다.",부분공개,1
2025-04-21,여울시 단비구 교통행정과,FOI-2025-03546,새빛시장 주변 교통 단속 패턴 및 신호 체계 운영 기록 청구 (3546호),"전직 신용 분석가로서 시장 상인들과의 대화 중 단속 기준에 대한 불만이 제기되어 수집하고 있습니다. 새빛시장 주변 불법 주정차 단속 유형별 분포, 시장 휴무일과 영업일 단속 빈도 비교, 상인들 제시 민원에 대한 대응 이력에 관한 기록을 공개해 주시기 바랍니다. 상권 보호와 교통 질서 간 균형점 실태를 확인하고 싶습니다.",비공개,7
2023-02-14,미래군 교통행정과,FOI-2023-03547,도담천 산책로 일대 신호 체계 전환 패턴 및 단속 현황 청구 (3547호),"전직 기계 조작원으로서 현장 데이터에 기반한 분석을 선호합니다. 도담천 산책로 일대 신호 체계 전환 패턴, 보행자·차량 신호 전환 간격, 해당 구간 교통 단속 처리 현황에 관한 기록을 요청합니다. 산책로 주변 교통 체계의 기술적 적절성 여부를 평가하고 싶습니다.",부분공개,10
2022-10-18,라온군 안전총괄과,FOI-2022-03548,한울초 주변 통학로 신호 체계 안전 점검 내역 공개 청구 (3548호),"전직 음식 서비스 종사자로서 어린 자녀가 있는 가정의 교통 안전에 깊은 관심을 가지고 있습니다. 한울초 주변 통학로 신호 체계 안전 점검 주기, 점검 항목, 학부모 요청에 따른 개선 이력에 관한 기록을 공개해 주시기 바랍니다. 안전 중심 교통 환경 운영 실태를 확인하고 싶습니다.",부존재,16
